"town","sale_amount","property_type","list_year"
"Middletown","333000","Single Family",2020
"Middletown","332500","Single Family",2020
"Middletown","332000","Single Family",2020
"Middletown","330000","Single Family",2020
"Middletown","329500","Condo",2020
"Middletown","329000","Single Family",2020
"Middletown","328325","Single Family",2020
"Middletown","328000","Single Family",2020
"Middletown","327500","Single Family",2020
"Middletown","327000","Single Family",2020
"Middletown","325000","Single Family",2020
"Middletown","320000","Commercial",2020
"Middletown","320000","Single Family",2020
"Middletown","319000","Single Family",2020
"Middletown","318000","Single Family",2020
"Middletown","317500","Single Family",2020
"Middletown","316000","Condo",2020
"Middletown","315000","Single Family",2020
"Middletown","313000","Single Family",2020
"Middletown","312500","Single Family",2020
"Middletown","310000","Condo",2020
"Middletown","310000","Single Family",2020
"Middletown","307900","Single Family",2020
"Middletown","307000","Single Family",2020
"Middletown","305500","Single Family",2020
"Middletown","305000","Condo",2020
"Middletown","305000","Single Family",2020
"Middletown","302000","Single Family",2020
"Middletown","301000","Condo",2020
"Middletown","300000","Condo",2020
"Middletown","300000","Residential",2020
"Middletown","300000","Single Family",2020
"Middletown","299000","Single Family",2020
"Middletown","298550","Single Family",2020
"Middletown","298000","Single Family",2020
"Middletown","295000","Single Family",2020
"Middletown","294000","Single Family",2020
"Middletown","293500","Single Family",2020
"Middletown","292021","Single Family",2020
"Middletown","292000","Single Family",2020
"Middletown","291700","Single Family",2020
"Middletown","291000","Single Family",2020
"Middletown","290000","Single Family",2020
"Middletown","289000","Single Family",2020
"Middletown","288000","Single Family",2020
"Middletown","287500","Single Family",2020
"Middletown","287000","Single Family",2020
"Middletown","286500","Single Family",2020
"Middletown","286000","Single Family",2020
"Middletown","285500","Single Family",2020
"Middletown","285000","Single Family",2020
"Middletown","284900","Single Family",2020
"Middletown","282000","Single Family",2020
"Middletown","280000","Condo",2020
"Middletown","280000","Single Family",2020
"Middletown","280000","Two Family",2020
"Middletown","279900","Condo",2020
"Middletown","279900","Single Family",2020
"Middletown","279400","Single Family",2020
"Middletown","278000","Single Family",2020
"Middletown","276500","Single Family",2020
"Middletown","276000","Condo",2020
"Middletown","275700","Condo",2020
"Middletown","275500","Single Family",2020
"Middletown","275000","Residential",2020
"Middletown","275000","Single Family",2020
"Middletown","274900","Single Family",2020
"Middletown","274000","Single Family",2020
"Middletown","272000","Single Family",2020
"Middletown","270500","Single Family",2020
"Middletown","270000","Condo",2020
"Middletown","270000","Single Family",2020
"Middletown","270000","Two Family",2020
"Middletown","269900","Single Family",2020
"Middletown","269000","Single Family",2020
"Middletown","268000","Single Family",2020
"Middletown","267500","Single Family",2020
"Middletown","266000","Single Family",2020
"Middletown","265785","Single Family",2020
"Middletown","265500","Single Family",2020
"Middletown","265000","Residential",2020
"Middletown","265000","Single Family",2020
"Middletown","265000","Two Family",2020
"Middletown","263000","Single Family",2020
"Middletown","262000","Single Family",2020
"Middletown","261000","Single Family",2020
"Middletown","260000","Apartments",2020
"Middletown","260000","Residential",2020
"Middletown","260000","Single Family",2020
"Middletown","259800","Single Family",2020
"Middletown","259000","Single Family",2020
"Middletown","257500","Single Family",2020
"Middletown","257000","Single Family",2020
"Middletown","256500","Single Family",2020
"Middletown","256000","Single Family",2020
"Middletown","255000","Single Family",2020
"Middletown","253500","Single Family",2020
"Middletown","253000","Single Family",2020
"Middletown","252000","Single Family",2020
"Middletown","251750","Single Family",2020
"Middletown","251000","Single Family",2020
"Middletown","250500","Single Family",2020
"Middletown","250000","Commercial",2020
"Middletown","250000","Single Family",2020
"Middletown","250000","Two Family",2020
"Middletown","249900","Single Family",2020
"Middletown","249000","Single Family",2020
"Middletown","247900","Single Family",2020
"Middletown","247500","Single Family",2020
"Middletown","247000","Single Family",2020
"Middletown","246750","Single Family",2020
"Middletown","246000","Single Family",2020
"Middletown","245000","Single Family",2020
"Middletown","245000","Two Family",2020
"Middletown","242400","Single Family",2020
"Middletown","242000","Single Family",2020
"Middletown","241000","Single Family",2020
"Middletown","240000","Single Family",2020
"Middletown","239700","Single Family",2020
"Middletown","239200","Condo",2020
"Middletown","238000","Single Family",2020
"Middletown","238000","Two Family",2020
"Middletown","237900","Single Family",2020
"Middletown","237500","Residential",2020
"Middletown","237200","Single Family",2020
"Middletown","237000","Single Family",2020
"Middletown","235900","Single Family",2020
"Middletown","235000","Single Family",2020
"Middletown","235000","Two Family",2020
"Middletown","234900","Single Family",2020
"Middletown","234000","Single Family",2020
"Middletown","233500","Single Family",2020
"Middletown","233000","Single Family",2020
"Middletown","232627","Single Family",2020
"Middletown","232500","Single Family",2020
"Middletown","232000","Single Family",2020
"Middletown","231000","Single Family",2020
"Middletown","230000","Single Family",2020
"Middletown","230000","Two Family",2020
"Middletown","229900","Single Family",2020
"Middletown","229000","Single Family",2020
"Middletown","227500","Single Family",2020
"Middletown","227000","Single Family",2020
"Middletown","226000","Single Family",2020
"Middletown","225000","Single Family",2020
"Middletown","224000","Single Family",2020
"Middletown","223750","Single Family",2020
"Middletown","223000","Single Family",2020
"Middletown","221600","Single Family",2020
"Middletown","221000","Three Family",2020
"Middletown","220900","Single Family",2020
"Middletown","220725","Single Family",2020
"Middletown","220000","Single Family",2020
"Middletown","220000","Three Family",2020
"Middletown","219000","Residential",2020
"Middletown","219000","Single Family",2020
"Middletown","218300","Single Family",2020
"Middletown","218000","Single Family",2020
"Middletown","217900","Single Family",2020
"Middletown","217500","Single Family",2020
"Middletown","217400","Single Family",2020
"Middletown","217000","Single Family",2020
"Middletown","216500","Single Family",2020
"Middletown","216000","Single Family",2020
"Middletown","216000","Three Family",2020
"Middletown","215000","Condo",2020
"Middletown","215000","Single Family",2020
"Middletown","215000","Two Family",2020
"Middletown","214900","Single Family",2020
"Middletown","214000","Single Family",2020
"Middletown","213000","Single Family",2020
"Middletown","212571","Single Family",2020
"Middletown","212500","Single Family",2020
"Middletown","212000","Single Family",2020
"Middletown","211699","Single Family",2020
"Middletown","211000","Single Family",2020
"Middletown","210000","Residential",2020
"Middletown","210000","Single Family",2020
"Middletown","210000","Two Family",2020
"Middletown","209900","Single Family",2020
"Middletown","209400","Two Family",2020
"Middletown","209000","Single Family",2020
"Middletown","209000","Two Family",2020
"Middletown","208000","Single Family",2020
"Middletown","207500","Single Family",2020
"Middletown","207000","Single Family",2020
"Middletown","206185","Single Family",2020
"Middletown","206000","Single Family",2020
"Middletown","205446","Single Family",2020
"Middletown","205230","Single Family",2020
"Middletown","205000","Residential",2020
"Middletown","205000","Single Family",2020
"Middletown","205000","Three Family",2020
"Middletown","205000","Two Family",2020
"Middletown","204000","Single Family",2020
"Middletown","203100","Single Family",2020
"Middletown","203000","Four Family",2020
"Middletown","202500","Single Family",2020
"Middletown","202000","Single Family",2020
"Middletown","201850","Single Family",2020
"Middletown","201752","Single Family",2020
"Middletown","201000","Single Family",2020
"Middletown","200800","Two Family",2020
"Middletown","200000","Residential",2020
"Middletown","200000","Single Family",2020
"Middletown","200000","Three Family",2020
"Middletown","200000","Two Family",2020
"Middletown","199900","Single Family",2020
"Middletown","199900","Three Family",2020
"Middletown","199000","Single Family",2020
"Middletown","198900","Single Family",2020
"Middletown","198000","Single Family",2020
"Middletown","197000","Single Family",2020
"Middletown","196900","Two Family",2020
"Middletown","196875","Single Family",2020
"Middletown","196750","Single Family",2020
"Middletown","196063","Single Family",2020
"Middletown","196000","Single Family",2020
"Middletown","195000","Single Family",2020
"Middletown","195000","Three Family",2020
"Middletown","194500","Single Family",2020
"Middletown","194000","Single Family",2020
"Middletown","193800","Single Family",2020
"Middletown","193500","Single Family",2020
"Middletown","192500","Single Family",2020
"Middletown","192000","Single Family",2020
"Middletown","191900","Single Family",2020
"Middletown","191000","Residential",2020
"Middletown","191000","Single Family",2020
"Middletown","190750","Two Family",2020
"Middletown","190000","Condo",2020
"Middletown","190000","Residential",2020
"Middletown","190000","Single Family",2020
"Middletown","190000","Two Family",2020
"Middletown","189900","Single Family",2020
"Middletown","189382","Single Family",2020
"Middletown","189000","Single Family",2020
"Middletown","188121","Single Family",2020
"Middletown","188000","Single Family",2020
"Middletown","187900","Single Family",2020
"Middletown","187500","Condo",2020
"Middletown","187500","Single Family",2020
"Middletown","187299","Single Family",2020
"Middletown","187000","Single Family",2020
"Middletown","186900","Single Family",2020
"Middletown","186000","Single Family",2020
"Middletown","185000","Condo",2020
