"town","sale_amount","property_type","list_year"
"Oxford","231000","Single Family",2019
"Oxford","230000","Single Family",2019
"Oxford","228500","Single Family",2019
"Oxford","227500","Single Family",2019
"Oxford","225000","Single Family",2019
"Oxford","223900","Single Family",2019
"Oxford","222000","Single Family",2019
"Oxford","221000","Single Family",2019
"Oxford","220000","Single Family",2019
"Oxford","217828","Condo",2019
"Oxford","216500","Single Family",2019
"Oxford","215000","Single Family",2019
"Oxford","214000","Commercial",2019
"Oxford","212000","Single Family",2019
"Oxford","211000","Single Family",2019
"Oxford","210000","Single Family",2019
"Oxford","208000","Single Family",2019
"Oxford","205000","Single Family",2019
"Oxford","204600","Residential",2019
"Oxford","204000","Single Family",2019
"Oxford","202500","Single Family",2019
"Oxford","201338","Single Family",2019
"Oxford","200000","Condo",2019
"Oxford","200000","Residential",2019
"Oxford","200000","Single Family",2019
"Oxford","198000","Single Family",2019
"Oxford","195900","Single Family",2019
"Oxford","195000","Single Family",2019
"Oxford","194000","Single Family",2019
"Oxford","193000","Single Family",2019
"Oxford","190000","Residential",2019
"Oxford","190000","Single Family",2019
"Oxford","189999","Single Family",2019
"Oxford","189630","Single Family",2019
"Oxford","189000","Single Family",2019
"Oxford","188000","Single Family",2019
"Oxford","187000","Single Family",2019
"Oxford","185581","Single Family",2019
"Oxford","185325","Single Family",2019
"Oxford","185100","Single Family",2019
"Oxford","185000","Single Family",2019
"Oxford","184000","Single Family",2019
"Oxford","180000","Condo",2019
"Oxford","180000","Single Family",2019
"Oxford","177500","Single Family",2019
"Oxford","177000","Single Family",2019
"Oxford","175000","Single Family",2019
"Oxford","174359.25","Condo",2019
"Oxford","173500","Single Family",2019
"Oxford","171000","Single Family",2019
"Oxford","170100","Single Family",2019
"Oxford","170000","Single Family",2019
"Oxford","169900","Single Family",2019
"Oxford","169000","Single Family",2019
"Oxford","166500","Single Family",2019
"Oxford","165100","Single Family",2019
"Oxford","165000","Single Family",2019
"Oxford","164900","Single Family",2019
"Oxford","163000","Single Family",2019
"Oxford","162500","Single Family",2019
"Oxford","161789","Single Family",2019
"Oxford","160000","Single Family",2019
"Oxford","159000","Single Family",2019
"Oxford","157500","Single Family",2019
"Oxford","157000","Residential",2019
"Oxford","156300","Single Family",2019
"Oxford","155000","Single Family",2019
"Oxford","154000","Single Family",2019
"Oxford","153000","Single Family",2019
"Oxford","152000","Single Family",2019
"Oxford","150523","Condo",2019
"Oxford","150518","Single Family",2019
"Oxford","150000","Single Family",2019
"Oxford","150000","Vacant Land",2019
"Oxford","147000","Single Family",2019
"Oxford","146567","Single Family",2019
"Oxford","145000","Single Family",2019
"Oxford","143500","Single Family",2019
"Oxford","141000","Single Family",2019
"Oxford","140000","Residential",2019
"Oxford","140000","Single Family",2019
"Oxford","139210","Single Family",2019
"Oxford","139125","Single Family",2019
"Oxford","139000","Single Family",2019
"Oxford","138000","Single Family",2019
"Oxford","137500","Single Family",2019
"Oxford","136500","Single Family",2019
"Oxford","135080","Single Family",2019
"Oxford","135000","Single Family",2019
"Oxford","135000","Two Family",2019
"Oxford","134000","Single Family",2019
"Oxford","133125","Single Family",2019
"Oxford","132500","Single Family",2019
"Oxford","132000","Single Family",2019
"Oxford","131500","Single Family",2019
"Oxford","130000","Single Family",2019
"Oxford","128000","Single Family",2019
"Oxford","127500","Single Family",2019
"Oxford","127000","Single Family",2019
"Oxford","125000","Residential",2019
"Oxford","125000","Single Family",2019
"Oxford","124766","Single Family",2019
"Oxford","123125","Single Family",2019
"Oxford","120450","Single Family",2019
"Oxford","120000","Single Family",2019
"Oxford","119000","Single Family",2019
"Oxford","117500","Single Family",2019
"Oxford","115520","Single Family",2019
"Oxford","115000","Vacant Land",2019
"Oxford","112500","Single Family",2019
"Oxford","110000","Single Family",2019
"Oxford","110000","Vacant Land",2019
"Oxford","109900","Single Family",2019
"Oxford","109288","Single Family",2019
"Oxford","107835","Single Family",2019
"Oxford","105000","Residential",2019
"Oxford","105000","Single Family",2019
"Oxford","105000","Vacant Land",2019
"Oxford","102920","Single Family",2019
"Oxford","100000","Single Family",2019
"Oxford","100000","Vacant Land",2019
"Oxford","99900","Vacant Land",2019
"Oxford","99640","Single Family",2019
"Oxford","97277","Single Family",2019
"Oxford","97000","Single Family",2019
"Oxford","93000","Single Family",2019
"Oxford","92000","Single Family",2019
"Oxford","90000","Single Family",2019
"Oxford","86250","Condo",2019
"Oxford","85000","Residential",2019
"Oxford","85000","Single Family",2019
"Oxford","84000","Single Family",2019
"Oxford","82000","Single Family",2019
"Oxford","80000","Single Family",2019
"Oxford","76000","Single Family",2019
"Oxford","75000","Single Family",2019
"Oxford","74900","Single Family",2019
"Oxford","70000","Single Family",2019
"Oxford","68250","Single Family",2019
"Oxford","65000","Single Family",2019
"Oxford","62208","Single Family",2019
"Oxford","60000","Single Family",2019
"Oxford","60000","Vacant Land",2019
"Oxford","57000","Single Family",2019
"Oxford","52652","Single Family",2019
"Oxford","50000","Single Family",2019
"Oxford","45000","Single Family",2019
"Oxford","44000","Single Family",2019
"Oxford","40000","Single Family",2019
"Seymour","650000","Single Family",2019
"Seymour","577000","Single Family",2019
"Seymour","575000","Single Family",2019
"Seymour","545000","Single Family",2019
"Seymour","537500","Single Family",2019
"Seymour","532500","Single Family",2019
"Seymour","486600","Single Family",2019
"Seymour","479000","Single Family",2019
"Seymour","475000","Single Family",2019
"Seymour","468000","Single Family",2019
"Seymour","465000","Single Family",2019
"Seymour","460000","Single Family",2019
"Seymour","447000","Single Family",2019
"Seymour","445000","Single Family",2019
"Seymour","435000","Single Family",2019
"Seymour","432000","Single Family",2019
"Seymour","430000","Single Family",2019
"Seymour","426500","Single Family",2019
"Seymour","425000","Single Family",2019
"Seymour","422500","Single Family",2019
"Seymour","421000","Single Family",2019
"Seymour","420000","Single Family",2019
"Seymour","420000","Three Family",2019
"Seymour","418000","Single Family",2019
"Seymour","415000","Single Family",2019
"Seymour","413670","Single Family",2019
"Seymour","410000","Single Family",2019
"Seymour","408881","Single Family",2019
"Seymour","405000","Single Family",2019
"Seymour","402000","Single Family",2019
"Seymour","401570","Single Family",2019
"Seymour","400000","Single Family",2019
"Seymour","395000","Single Family",2019
"Seymour","390000","Single Family",2019
"Seymour","385000","Single Family",2019
"Seymour","382000","Single Family",2019
"Seymour","380000","Single Family",2019
"Seymour","375000","Single Family",2019
"Seymour","373000","Single Family",2019
"Seymour","372000","Single Family",2019
"Seymour","370000","Single Family",2019
"Seymour","364000","Single Family",2019
"Seymour","363000","Single Family",2019
"Seymour","360000","Single Family",2019
"Seymour","357500","Single Family",2019
"Seymour","355000","Single Family",2019
"Seymour","352000","Single Family",2019
"Seymour","351000","Single Family",2019
"Seymour","350000","Condo",2019
"Seymour","350000","Single Family",2019
"Seymour","345527","Single Family",2019
"Seymour","345000","Single Family",2019
"Seymour","344000","Condo",2019
"Seymour","340000","Condo",2019
"Seymour","340000","Single Family",2019
"Seymour","338000","Single Family",2019
"Seymour","335000","Condo",2019
"Seymour","335000","Single Family",2019
"Seymour","330814","Single Family",2019
"Seymour","330000","Single Family",2019
"Seymour","328512","Condo",2019
"Seymour","322500","Single Family",2019
"Seymour","320000","Single Family",2019
"Seymour","320000","Two Family",2019
"Seymour","319900","Single Family",2019
"Seymour","316667","Single Family",2019
"Seymour","315000","Condo",2019
"Seymour","312500","Condo",2019
"Seymour","312000","Single Family",2019
"Seymour","310000","Single Family",2019
"Seymour","310000","Three Family",2019
"Seymour","309000","Single Family",2019
"Seymour","306000","Single Family",2019
"Seymour","305000","Single Family",2019
"Seymour","304900","Condo",2019
"Seymour","301000","Condo",2019
"Seymour","300000","Condo",2019
"Seymour","300000","Single Family",2019
"Seymour","299000","Single Family",2019
"Seymour","296000","Single Family",2019
"Seymour","295000","Condo",2019
"Seymour","295000","Single Family",2019
"Seymour","293000","Single Family",2019
"Seymour","292500","Condo",2019
"Seymour","290000","Condo",2019
"Seymour","290000","Single Family",2019
"Seymour","289900","Single Family",2019
"Seymour","289000","Condo",2019
"Seymour","285000","Single Family",2019
"Seymour","284900","Condo",2019
"Seymour","284700","Single Family",2019
"Seymour","284500","Single Family",2019
"Seymour","284000","Single Family",2019
"Seymour","283161","Single Family",2019
"Seymour","283000","Single Family",2019
"Seymour","281994","Condo",2019
"Seymour","280000","Condo",2019
"Seymour","280000","Residential",2019
"Seymour","280000","Single Family",2019
"Seymour","280000","Two Family",2019
"Seymour","279900","Single Family",2019
"Seymour","275000","Single Family",2019
"Seymour","274134","Single Family",2019
"Seymour","274000","Single Family",2019
"Seymour","273000","Single Family",2019
"Seymour","272500","Condo",2019
"Seymour","270000","Single Family",2019
"Seymour","269900","Condo",2019
"Seymour","269000","Single Family",2019
"Seymour","267500","Single Family",2019
"Seymour","266500","Single Family",2019
"Seymour","266495","Single Family",2019
"Seymour","265000","Single Family",2019
"Seymour","263000","Single Family",2019
"Seymour","262906","Single Family",2019
"Seymour","262500","Single Family",2019
"Seymour","262000","Single Family",2019
"Seymour","260000","Condo",2019
"Seymour","260000","Single Family",2019
"Seymour","256000","Four Family",2019
"Seymour","255000","Single Family",2019
"Seymour","255000","Three Family",2019
"Seymour","250500","Single Family",2019
"Seymour","250000","Residential",2019
"Seymour","250000","Single Family",2019
"Seymour","248000","Single Family",2019
"Seymour","247000","Single Family",2019
"Seymour","247000","Two Family",2019
"Seymour","245500","Single Family",2019
"Seymour","245000","Single Family",2019
"Seymour","244000","Single Family",2019
"Seymour","243500","Single Family",2019
"Seymour","243000","Single Family",2019
"Seymour","240000","Single Family",2019
"Seymour","240000","Two Family",2019
"Seymour","239900","Condo",2019
"Seymour","239000","Single Family",2019
"Seymour","238500","Single Family",2019
"Seymour","238000","Single Family",2019
"Seymour","237500","Four Family",2019
"Seymour","237500","Single Family",2019
"Seymour","237000","Single Family",2019
"Seymour","236500","Single Family",2019
"Seymour","236000","Single Family",2019
"Seymour","235000","Commercial",2019
"Seymour","235000","Single Family",2019
"Seymour","235000","Three Family",2019
"Seymour","234000","Single Family",2019
"Seymour","234000","Two Family",2019
"Seymour","233000","Single Family",2019
"Seymour","232900","Single Family",2019
"Seymour","232500","Single Family",2019
"Seymour","232000","Single Family",2019
"Seymour","232000","Two Family",2019
"Seymour","230550","Single Family",2019
"Seymour","230000","Residential",2019
"Seymour","230000","Single Family",2019
"Seymour","230000","Two Family",2019
"Seymour","229900","Condo",2019
"Seymour","228500","Condo",2019
"Seymour","228000","Condo",2019
"Seymour","228000","Single Family",2019
"Seymour","227500","Single Family",2019
"Seymour","227000","Single Family",2019
"Seymour","226500","Single Family",2019
"Seymour","226000","Single Family",2019
"Seymour","225299","Condo",2019
"Seymour","225000","Single Family",2019
"Seymour","224000","Single Family",2019
"Seymour","223000","Single Family",2019
"Seymour","221934","Single Family",2019
"Seymour","221000","Single Family",2019
"Seymour","220250","Single Family",2019
"Seymour","220000","Residential",2019
"Seymour","220000","Single Family",2019
"Seymour","220000","Two Family",2019
"Seymour","218500","Single Family",2019
"Seymour","218000","Single Family",2019
"Seymour","217000","Single Family",2019
"Seymour","215000","Residential",2019
"Seymour","215000","Single Family",2019
"Seymour","215000","Two Family",2019
"Seymour","214000","Single Family",2019
"Seymour","212500","Single Family",2019
"Seymour","212000","Single Family",2019
"Seymour","211000","Single Family",2019
"Seymour","210000","Single Family",2019
"Seymour","210000","Two Family",2019
"Seymour","209900","Single Family",2019
"Seymour","209605","Single Family",2019
"Seymour","209000","Single Family",2019
"Seymour","207500","Single Family",2019
"Seymour","207000","Single Family",2019
"Seymour","206301","Two Family",2019
"Seymour","205900","Condo",2019
"Seymour","205000","Single Family",2019
"Seymour","205000","Two Family",2019
"Seymour","204250","Single Family",2019
"Seymour","203000","Single Family",2019
"Seymour","202799","Single Family",2019
"Seymour","202000","Residential",2019
"Seymour","202000","Single Family",2019
"Seymour","201706","Single Family",2019
"Seymour","201000","Single Family",2019
"Seymour","200500","Single Family",2019
"Seymour","200299","Single Family",2019
"Seymour","200000","Residential",2019
"Seymour","200000","Single Family",2019
"Seymour","200000","Three Family",2019
"Seymour","199900","Single Family",2019
"Seymour","199500","Single Family",2019
"Seymour","199000","Single Family",2019
"Seymour","198000","Single Family",2019
"Seymour","197500","Single Family",2019
"Seymour","197000","Three Family",2019
"Seymour","195000","Single Family",2019
"Seymour","194000","Single Family",2019
"Seymour","192500","Single Family",2019
"Seymour","192000","Single Family",2019
"Seymour","191000","Single Family",2019
"Seymour","190745","Two Family",2019
"Seymour","190500","Single Family",2019
"Seymour","190000","Condo",2019
"Seymour","190000","Residential",2019
"Seymour","190000","Single Family",2019
"Seymour","189900","Single Family",2019
"Seymour","189000","Residential",2019
"Seymour","189000","Single Family",2019
"Seymour","188000","Single Family",2019
"Seymour","187900","Single Family",2019
"Seymour","187500","Single Family",2019
"Seymour","187000","Single Family",2019
"Seymour","186900","Single Family",2019
"Seymour","186400","Single Family",2019
"Seymour","186000","Single Family",2019
"Seymour","186000","Three Family",2019
"Seymour","186000","Two Family",2019
"Seymour","185000","Condo",2019
"Seymour","185000","Residential",2019
"Seymour","185000","Single Family",2019
"Seymour","185000","Two Family",2019
"Seymour","184900","Single Family",2019
"Seymour","183750","Single Family",2019
"Seymour","183199","Single Family",2019
"Seymour","183173","Single Family",2019
"Seymour","183000","Single Family",2019
"Seymour","183000","Two Family",2019
"Seymour","182675","Single Family",2019
"Seymour","182500","Single Family",2019
"Seymour","182000","Single Family",2019
"Seymour","181000","Single Family",2019
"Seymour","180087","Two Family",2019
"Seymour","180000","Single Family",2019
"Seymour","180000","Three Family",2019
"Seymour","180000","Two Family",2019
"Seymour","179500","Single Family",2019
"Seymour","179000","Single Family",2019
"Seymour","178500","Single Family",2019
"Seymour","177000","Single Family",2019
"Seymour","176500","Single Family",2019
"Seymour","176400","Single Family",2019
"Seymour","176250","Condo",2019
"Seymour","176000","Single Family",2019
"Seymour","175500","Single Family",2019
"Seymour","175100","Single Family",2019
"Seymour","175000","Condo",2019
"Seymour","175000","Single Family",2019
"Seymour","175000","Two Family",2019
"Seymour","174500","Single Family",2019
"Seymour","174000","Single Family",2019
"Seymour","173411","Single Family",2019
"Seymour","173200","Single Family",2019
"Seymour","173000","Single Family",2019
"Seymour","172500","Single Family",2019
"Seymour","172000","Single Family",2019
"Seymour","170000","Single Family",2019
"Seymour","170000","Two Family",2019
"Seymour","169000","Single Family",2019
"Seymour","169000","Three Family",2019
"Seymour","169000","Two Family",2019
"Seymour","168000","Single Family",2019
"Seymour","167500","Single Family",2019
"Seymour","167000","Residential",2019
"Seymour","167000","Single Family",2019
"Seymour","166379","Single Family",2019
"Seymour","166225","Single Family",2019
"Seymour","166100","Single Family",2019
"Seymour","165000","Four Family",2019
"Seymour","165000","Residential",2019
"Seymour","165000","Single Family",2019
"Seymour","165000","Two Family",2019
"Seymour","164900","Single Family",2019
"Seymour","164850","Single Family",2019
"Seymour","164300","Single Family",2019
"Seymour","163950","Single Family",2019
"Seymour","163800","Single Family",2019
"Seymour","163333","Single Family",2019
"Seymour","163000","Single Family",2019
"Seymour","162500","Single Family",2019
"Seymour","162000","Single Family",2019
"Seymour","161800","Single Family",2019
"Seymour","161500","Condo",2019
"Seymour","161500","Single Family",2019
"Seymour","161313","Vacant Land",2019
"Seymour","161000","Single Family",2019
"Seymour","160000","Residential",2019
"Seymour","160000","Single Family",2019
"Seymour","160000","Two Family",2019
"Seymour","159900","Single Family",2019
"Seymour","159000","Single Family",2019
"Seymour","159000","Two Family",2019
"Seymour","158000","Single Family",2019
"Seymour","157500","Residential",2019
"Seymour","157500","Single Family",2019
"Seymour","157500","Two Family",2019
"Seymour","157350","Single Family",2019
"Seymour","157000","Three Family",2019
"Seymour","156000","Single Family",2019
"Seymour","155000","Condo",2019
"Seymour","155000","Single Family",2019
"Seymour","155000","Two Family",2019
"Seymour","154900","Single Family",2019
"Seymour","153580","Condo",2019
"Seymour","153500","Single Family",2019
"Seymour","153500","Three Family",2019
"Seymour","153000","Single Family",2019
"Seymour","152000","Condo",2019
"Seymour","152000","Single Family",2019
"Seymour","151500","Single Family",2019
"Seymour","151000","Residential",2019
"Seymour","151000","Single Family",2019
"Seymour","150518","Single Family",2019
"Seymour","150500","Single Family",2019
"Seymour","150486","Single Family",2019
"Seymour","150092","Single Family",2019
"Seymour","150071","Single Family",2019
"Seymour","150000","Condo",2019
"Seymour","150000","Single Family",2019
"Seymour","149900","Single Family",2019
"Seymour","149800","Single Family",2019
"Seymour","149500","Single Family",2019
"Seymour","149000","Single Family",2019
"Seymour","149000","Two Family",2019
"Seymour","148825","Single Family",2019
"Seymour","148000","Condo",2019
"Seymour","148000","Single Family",2019
"Seymour","147500","Single Family",2019
"Seymour","147000","Single Family",2019
"Seymour","146800","Single Family",2019
"Seymour","146500","Single Family",2019
"Seymour","146300","Single Family",2019
"Seymour","146000","Single Family",2019
"Seymour","145000","Condo",2019
"Seymour","145000","Single Family",2019
"Seymour","144900","Single Family",2019
"Seymour","144900","Two Family",2019
"Seymour","144814","Two Family",2019
"Seymour","144500","Condo",2019
"Seymour","144400","Single Family",2019
"Seymour","144000","Single Family",2019
"Seymour","143000","Single Family",2019
"Seymour","142500","Single Family",2019
"Seymour","142500","Two Family",2019
"Seymour","142250","Two Family",2019
"Seymour","142000","Single Family",2019
"Seymour","141333","Single Family",2019
"Seymour","141000","Single Family",2019
"Seymour","140000","Condo",2019
"Seymour","140000","Single Family",2019
"Seymour","140000","Two Family",2019
"Seymour","139250","Single Family",2019
"Seymour","139000","Single Family",2019
"Seymour","138000","Single Family",2019
"Seymour","137550","Two Family",2019
"Seymour","137500","Single Family",2019
"Seymour","137500","Two Family",2019
"Seymour","137000","Single Family",2019
"Seymour","136900","Single Family",2019
"Seymour","136500","Condo",2019
"Seymour","136000","Condo",2019
"Seymour","136000","Single Family",2019
"Seymour","135000","Condo",2019
"Seymour","135000","Single Family",2019
"Seymour","135000","Three Family",2019
"Seymour","134000","Condo",2019
"Seymour","134000","Single Family",2019
"Seymour","133500","Single Family",2019
"Seymour","133000","Single Family",2019
"Seymour","132900","Single Family",2019
"Seymour","132500","Single Family",2019
"Seymour","132000","Single Family",2019
"Seymour","132000","Two Family",2019
"Seymour","131000","Single Family",2019
"Seymour","130725","Single Family",2019
"Seymour","130000","Condo",2019
"Seymour","130000","Residential",2019
"Seymour","130000","Single Family",2019
"Seymour","130000","Two Family",2019
"Seymour","129990","Single Family",2019
"Seymour","129900","Single Family",2019
"Seymour","129500","Single Family",2019
"Seymour","129000","Single Family",2019
"Seymour","128656","Single Family",2019
"Seymour","128500","Single Family",2019
"Seymour","128260","Two Family",2019
"Seymour","128000","Condo",2019
"Seymour","128000","Single Family",2019
"Seymour","128000","Three Family",2019
"Seymour","127500","Single Family",2019
"Seymour","127100","Condo",2019
"Seymour","127000","Condo",2019
"Seymour","127000","Single Family",2019
"Seymour","126900","Condo",2019
"Seymour","126500","Single Family",2019
"Seymour","126100","Three Family",2019
"Seymour","126000","Condo",2019
"Seymour","126000","Single Family",2019
"Seymour","125000","Condo",2019
"Seymour","125000","Residential",2019
"Seymour","125000","Single Family",2019
"Seymour","125000","Two Family",2019
"Seymour","124000","Condo",2019
"Seymour","124000","Residential",2019
"Seymour","124000","Single Family",2019
"Seymour","123600","Two Family",2019
"Seymour","122500","Condo",2019
"Seymour","122500","Two Family",2019
"Seymour","122000","Single Family",2019
"Seymour","121500","Single Family",2019
"Seymour","121000","Single Family",2019
"Seymour","120500","Single Family",2019
"Seymour","120250","Single Family",2019
"Seymour","120000","Condo",2019
"Seymour","120000","Residential",2019
"Seymour","120000","Single Family",2019
"Seymour","120000","Two Family",2019
"Seymour","119300","Two Family",2019
"Seymour","118500","Single Family",2019
"Seymour","118000","Condo",2019
"Seymour","117000","Condo",2019
"Seymour","117000","Single Family",2019
"Seymour","116770","Single Family",2019
"Seymour","116500","Condo",2019
"Seymour","116350","Single Family",2019
"Seymour","115536","Single Family",2019
"Seymour","115000","Condo",2019
"Seymour","115000","Residential",2019
"Seymour","115000","Single Family",2019
"Seymour","115000","Two Family",2019
"Seymour","114523","Single Family",2019
"Seymour","114500","Condo",2019
"Seymour","114000","Condo",2019
"Seymour","114000","Residential",2019
"Seymour","114000","Single Family",2019
"Seymour","113500","Single Family",2019
"Seymour","113000","Single Family",2019
"Seymour","113000","Two Family",2019
"Seymour","112000","Condo",2019
"Seymour","112000","Single Family",2019
"Seymour","111000","Single Family",2019
"Seymour","110250","Single Family",2019
"Seymour","110250","Two Family",2019
"Seymour","110000","Condo",2019
"Seymour","110000","Single Family",2019
"Seymour","110000","Two Family",2019
"Seymour","109502","Single Family",2019
"Seymour","109500","Single Family",2019
"Seymour","108500","Single Family",2019
"Seymour","108000","Condo",2019
"Seymour","107000","Single Family",2019
"Seymour","106500","Single Family",2019
"Seymour","105000","Condo",2019
"Seymour","105000","Residential",2019
"Seymour","105000","Single Family",2019
"Seymour","105000","Two Family",2019
"Seymour","104750","Single Family",2019
"Seymour","103500","Condo",2019
"Seymour","103000","Two Family",2019
"Seymour","102000","Condo",2019
"Seymour","102000","Single Family",2019
"Seymour","101200","Single Family",2019
"Seymour","101000","Condo",2019
"Seymour","100000","Single Family",2019
"Seymour","100000","Two Family",2019
"Seymour","99900","Single Family",2019
"Seymour","99800","Single Family",2019
"Seymour","99000","Single Family",2019
"Seymour","98500","Single Family",2019
"Seymour","98000","Single Family",2019
"Seymour","97500","Single Family",2019
"Seymour","96000","Single Family",2019
"Seymour","95100","Single Family",2019
"Seymour","95000","Single Family",2019
"Seymour","95000","Two Family",2019
"Seymour","94700","Single Family",2019
"Seymour","94025","Condo",2019
"Seymour","93000","Single Family",2019
"Seymour","92667","Single Family",2019
"Seymour","92500","Condo",2019
"Seymour","92000","Condo",2019
"Seymour","92000","Single Family",2019
"Seymour","91500","Condo",2019
"Seymour","91400","Single Family",2019
"Seymour","90100","Single Family",2019
"Seymour","90000","Condo",2019
"Seymour","90000","Single Family",2019
"Seymour","90000","Two Family",2019
"Seymour","89000","Single Family",2019
"Seymour","88500","Two Family",2019
"Seymour","88000","Two Family",2019
"Seymour","87700","Condo",2019
"Seymour","87450","Single Family",2019
"Seymour","87000","Single Family",2019
"Seymour","87000","Two Family",2019
"Seymour","86500","Single Family",2019
"Seymour","86000","Condo",2019
"Seymour","86000","Residential",2019
"Seymour","85300","Condo",2019
"Seymour","85200","Single Family",2019
"Seymour","85000","Commercial",2019
"Seymour","85000","Condo",2019
"Seymour","85000","Single Family",2019
"Seymour","84900","Condo",2019
"Seymour","84500","Single Family",2019
"Seymour","84000","Single Family",2019
"Seymour","83500","Condo",2019
"Seymour","83500","Two Family",2019
"Seymour","83000","Condo",2019
"Seymour","83000","Single Family",2019
"Seymour","82500","Single Family",2019
"Seymour","82000","Condo",2019
"Seymour","81666","Single Family",2019
"Seymour","81500","Single Family",2019
"Seymour","81000","Single Family",2019
"Seymour","80790","Single Family",2019
"Seymour","80000","Condo",2019
"Seymour","80000","Single Family",2019
"Seymour","79000","Single Family",2019
"Seymour","78750","Single Family",2019
"Seymour","78293","Single Family",2019
"Seymour","78000","Single Family",2019
"Seymour","77000","Condo",2019
"Seymour","77000","Single Family",2019
"Seymour","76545","Condo",2019
"Seymour","75000","Condo",2019
"Seymour","75000","Residential",2019
"Seymour","75000","Single Family",2019
"Seymour","75000","Vacant Land",2019
"Seymour","74900","Condo",2019
"Seymour","73000","Condo",2019
"Seymour","72500","Single Family",2019
"Seymour","71500","Single Family",2019
"Seymour","71500","Two Family",2019
"Seymour","71100","Condo",2019
"Seymour","71000","Single Family",2019
"Seymour","70667","Single Family",2019
"Seymour","70500","Two Family",2019
"Seymour","70270","Single Family",2019
"Seymour","70000","Condo",2019
"Seymour","70000","Single Family",2019
"Seymour","69906","Condo",2019
"Seymour","69900","Single Family",2019
"Seymour","69800","Single Family",2019
"Seymour","69210","Single Family",2019
"Seymour","68500","Single Family",2019
"Seymour","68000","Condo",2019
"Seymour","67500","Condo",2019
"Seymour","67500","Single Family",2019
"Seymour","67500","Two Family",2019
"Seymour","67000","Single Family",2019
"Seymour","66500","Single Family",2019
"Seymour","66200","Two Family",2019
"Seymour","65500","Single Family",2019
"Seymour","65000","Condo",2019
"Seymour","65000","Single Family",2019
"Seymour","64800","Single Family",2019
"Seymour","64000","Single Family",2019
"Seymour","63000","Condo",2019
"Seymour","63000","Single Family",2019
"Seymour","62550","Condo",2019
"Seymour","62500","Single Family",2019
"Seymour","61950","Condo",2019
"Seymour","61900","Condo",2019
"Seymour","61000","Condo",2019
"Seymour","60600","Two Family",2019
"Seymour","60100","Condo",2019
"Seymour","60000","Condo",2019
"Seymour","60000","Single Family",2019
"Seymour","60000","Two Family",2019
"Seymour","59900","Single Family",2019
"Seymour","58500","Condo",2019
"Seymour","58000","Single Family",2019
"Seymour","58000","Two Family",2019
"Seymour","57750","Single Family",2019
"Seymour","57000","Condo",2019
"Seymour","57000","Two Family",2019
"Seymour","56795","Condo",2019
"Seymour","55000","Condo",2019
"Seymour","55000","Single Family",2019
"Seymour","55000","Two Family",2019
"Seymour","54600","Single Family",2019
"Seymour","54500","Condo",2019
"Seymour","54000","Single Family",2019
"Seymour","53000","Single Family",2019
"Seymour","51000","Single Family",2019
"Seymour","50000","Condo",2019
"Seymour","50000","Single Family",2019
"Seymour","50000","Two Family",2019
"Seymour","49875","Single Family",2019
"Seymour","48501","Condo",2019
"Seymour","48250","Vacant Land",2019
"Seymour","47500","Condo",2019
"Seymour","47000","Single Family",2019
"Seymour","46333","Single Family",2019
"Seymour","46000","Single Family",2019
"Seymour","45200","Condo",2019
"Seymour","45000","Condo",2019
"Seymour","45000","Single Family",2019
"Seymour","44100","Condo",2019
"Seymour","43000","Condo",2019
"Seymour","41600","Single Family",2019
"Seymour","41305","Single Family",2019
"Seymour","40000","Condo",2019
"Seymour","40000","Single Family",2019
"Seymour","38000","Condo",2019
"Seymour","36700","Single Family",2019
"Seymour","36100","Single Family",2019
"Seymour","36000","Single Family",2019
"Seymour","35000","Single Family",2019
"Seymour","30000","Single Family",2019
"Seymour","25000","Condo",2019
"Seymour","25000","Single Family",2019
"Seymour","7500","Single Family",2019
"Tolland","8750000","Commercial",2020
"Tolland","625000","Single Family",2020
"Tolland","612000","Single Family",2020
"Tolland","585000","Single Family",2020
"Tolland","575000","Single Family",2020
"Tolland","552500","Single Family",2020
"Tolland","525000","Single Family",2020
"Tolland","524900","Single Family",2020
"Tolland","519900","Single Family",2020
"Tolland","508000","Single Family",2020
"Tolland","500000","Single Family",2020
"Tolland","490000","Single Family",2020
"Tolland","479000","Single Family",2020
"Tolland","470000","Single Family",2020
"Tolland","465000","Single Family",2020
"Tolland","459900","Single Family",2020
"Tolland","458500","Single Family",2020
"Tolland","457000","Single Family",2020
"Tolland","455000","Single Family",2020
"Tolland","454900","Single Family",2020
"Tolland","452000","Single Family",2020
"Tolland","450000","Single Family",2020
"Tolland","449000","Two Family",2020
"Tolland","445000","Single Family",2020
"Tolland","440000","Single Family",2020
"Tolland","437000","Single Family",2020
"Tolland","435000","Single Family",2020
"Tolland","429900","Single Family",2020
"Tolland","422500","Single Family",2020
"Tolland","418000","Single Family",2020
"Tolland","415000","Single Family",2020
"Tolland","410000","Single Family",2020
"Tolland","408000","Single Family",2020
"Tolland","405000","Single Family",2020
"Tolland","400000","Single Family",2020
"Tolland","399000","Single Family",2020
"Tolland","397900","Single Family",2020
"Tolland","395000","Single Family",2020
"Tolland","392500","Single Family",2020
"Tolland","390000","Single Family",2020
"Tolland","389900","Single Family",2020
"Tolland","388000","Single Family",2020
"Tolland","385000","Single Family",2020
"Tolland","380000","Single Family",2020
"Tolland","378000","Single Family",2020
"Tolland","374000","Single Family",2020
"Tolland","370000","Single Family",2020
"Tolland","365000","Single Family",2020
